id,text
1725,"Biweekly payments take advantage of the fact that there are 52 weeks in the year and 12 months. If you pay half your regular mortgage payment every other week, you'll have made 26 half-payments, or the equivalent of 13 full monthly payments, at year's end."
1726,"Bakker met 57-year-old Lori in 1998 and they tied the knot just 50 days later. 'Like Jim, Lori has a colorful past,' says a preacher friend of the couple. 'She admits in her autobiography, More Than I Could Ever Ask, that she lived a life of sexual promiscuity and drug abuse prior to meeting Jim."
1727,Principles of management of HIV infection in hemophilia 1. Knowledge and expertise in the treatment of HIV-infected people with hemophilia is currently limited to case series and reports. HIV treatment in people with hemophilia is therefore largely informed by guidelines used in the non-hemo-philia population.
1728,"From earliest dawn the house is astir as its inmates rise, walk about, and stamp their feet. We were born in the same parish, within the same park; the greatest part of our youth was passed together; inmates of the same house, sharing the same amusements, objects of the same parental care."
1729,"Civil Rights-Era Leaders: Martin Luther King Jr. Martin Luther King Jr. was undeniably the most significant individual of the civil rights movement. An iconic and tireless leader, he was also a uniter, steadfastly committed to humanity, community, and justice. Stanford’s King Institute is the Web’s best resource for researching the life and work of Dr. King."
1730,"Price points: $6,500- $12,000. As you can see it is tough to ask a broad question like how much do hot tubs cost, without knowing how wide a range of options you have. In this article we started our search with $500 blow up spas and ended with $12,000 full featured acrylic hot tubs."
1731,"I Am for an Art: Claes Oldenburg on His 1961 “Ode to Possibilities”. By Claes Oldenburg. “Apparently, it has survived,” says Claes Oldenburg about his most famous piece of writing. I Am For … was written in 1961 for the catalogue of an exhibition at Martha Jackson Gallery called Environments, Situations, Spaces. While it’s been dubbed a manifesto, Oldenburg insists it’s not."
1732,"Electrolyte: A substance that dissociates into ions in solution and acquires the capacity to conduct electricity. Sodium, potassium, chloride, calcium, and phosphate are examples of electrolytes, informally known as lytes.Electrolyte replacement is needed when a patient has prolonged vomiting or diarrhea, and as a response to strenuous athletic activity.Commercial electrolyte solutions are available, particularly for sick children (solutions such as Pedialyte) and athletes (sports drinks, such as Gatorade).lectrolyte replacement is needed when a patient has prolonged vomiting or diarrhea, and as a response to strenuous athletic activity. Commercial electrolyte solutions are available, particularly for sick children (solutions such as Pedialyte) and athletes (sports drinks, such as Gatorade)."
1733,"Subscribe to our Question of the Week: Question: What is the meaning of the Hebrew word shalom?. Answer: Commonly translated as “peace” and used as both a greeting and farewell, shalom has rich meaning in Hebrew. “Peace” is an accurate translation of the term, but shalom implies more than lack of conflict. According to Strong’s Exhaustive Concordance, shalom means “completeness"
1734,"But unlike humans, who rest best when they stick to a regular schedule, dogs are flexible sleepers: They can easily pop up when there’s action (like when there’s a mail carrier at the door) and sleep when they’re bored. Dogs also sleep less when they have more to do. Working pups, like police or farm dogs, sleep less than those that have little more to do than sit around a house all day. When To Be Concerned. While there can be a lot of variability in dogs’ sleeping habits, the one thing to keep an eye out for is a dramatic change."
1735,"the skills on my resume are based on the previous jobs and volunteer experience i've had. for example i work in retail. so customer service, organization, i train new hires so team building and training. typing is a skill but depending on what line of work you are going into, nobody will pay attention to it. if it fits your .line of work you are ..."
1736,"Operating Expenses. Operating expenses are the costs a business incurs as part of its regular business activities, not including the cost of goods sold. These costs include administrative expenses such as office supplies and salaries for administrative personnel. Commissions and advertising are examples of sales expenses."
